iter	MultiClass
206	0.01804667759
207	0.01795551956
208	0.01788394266
209	0.01771711107
210	0.01766274693
211	0.0174547651
212	0.01735053861
213	0.0173211598
214	0.01720870815
215	0.01712570666
216	0.01702501908
217	0.01695592804
218	0.0169006392
219	0.01686549783
220	0.0167037492
221	0.01652344555
222	0.01649206051
223	0.01644953242
224	0.01639839309
225	0.01631561448
226	0.01626695871
227	0.0162074283
228	0.01616929177
229	0.01603470552
230	0.01597498674
231	0.0158992014
232	0.01580901179
233	0.01570412367
234	0.01566033756
235	0.01557893912
236	0.01552000618
237	0.01546254063
238	0.01541494542
239	0.01535138521
240	0.01525335498
241	0.01523670655
242	0.01517570131
243	0.01509040164
244	0.01503317909
245	0.01498614396
246	0.01490917517
247	0.01485562662
248	0.01477378495
249	0.014676482
250	0.0146609404
251	0.01461510893
252	0.01453491805
253	0.01447690491
254	0.01441831734
255	0.01437152446
256	0.01432452635
257	0.01430290276
258	0.01421624989
259	0.01415859089
260	0.01414134988
261	0.01404775737
262	0.01401093192
263	0.01399333525
264	0.01396227802
265	0.01390828746
266	0.01388951531
267	0.01373384886
268	0.01372152252
269	0.01367488093
270	0.01359100637
271	0.01354098689
272	0.01347711792
273	0.01341948018
274	0.01337862151
275	0.01334053138
276	0.01331199492
277	0.01326861212
278	0.01325450605
279	0.01320447201
280	0.01315823675
281	0.01307568413
282	0.01304679769
283	0.01300408278
284	0.01292578272
285	0.01285459415
286	0.01284321172
287	0.01282658367
288	0.01280262661
289	0.01272998801
290	0.01269421237
291	0.01263801152
292	0.01258841407
293	0.01255323411
294	0.01250614814
295	0.0124905438
296	0.01245104026
297	0.01237508409
298	0.01234332014
299	0.01231597964
300	0.01227801169
301	0.01226609086
302	0.0121938098
303	0.01216563271
304	0.01213385969
305	0.01209712187
306	0.01205305431
307	0.01200716564
308	0.01197435433
309	0.01191288589
310	0.01186861306
311	0.01182747647
312	0.01178068825
313	0.01169207071
314	0.01165774367
315	0.01164326827
316	0.01160941544
317	0.01156817073
318	0.01154276689
319	0.01151787895
320	0.01146533901
321	0.01139065605
322	0.01135236303
323	0.01132448403
324	0.01126666129
325	0.01121064225
326	0.01113572497
327	0.01110936392
328	0.01107701313
329	0.01101401813
330	0.01096246412
331	0.0108988132
332	0.01084295231
333	0.01075103303
334	0.01070525784
335	0.01065094865
336	0.01060362691
337	0.01056585393
338	0.01054810133
339	0.01045158678
340	0.0104190463
341	0.01037120348
342	0.01032096453
343	0.01029556838
344	0.01025734595
345	0.0102066304
346	0.0101557852
347	0.01011134704
348	0.01007540735
349	0.01002540206
350	0.0100071698
351	0.009990298631
352	0.009938510543
353	0.009880129087
354	0.009873296383
355	0.009839735713
356	0.009816866145
357	0.009769513527
358	0.009735380487
359	0.009691854887
360	0.009641566194
361	0.009622736175
362	0.009582936543
363	0.00953485128
364	0.009528248011
365	0.009496774729
366	0.009472854451
367	0.009421696759
368	0.009414852802
369	0.009378300933
370	0.009332065254
371	0.009321863043
372	0.009292138975
373	0.009249269136
374	0.009217707676
375	0.009129238037
376	0.009100402405
377	0.009079843735
378	0.009056586946
379	0.009028378893
380	0.008979059099
381	0.008926057213
382	0.008904071799
383	0.008878474831
384	0.008840610682
385	0.008812479326
386	0.008773264614
387	0.008731059654
388	0.008690782807
389	0.008660888283
390	0.008629073263
391	0.008586981356
392	0.008524249615
393	0.008501428731
394	0.008467556696
395	0.008432566799
396	0.008422164817
397	0.008405786535
398	0.008376021617
399	0.008349218749
400	0.008317248088
401	0.00829668033
402	0.008267778326
403	0.008258395393
404	0.008237882618
405	0.008207074974
406	0.00816514931
407	0.008132650345
408	0.008109803013
409	0.008080529627
410	0.008029667185
411	0.008009474874
412	0.00798123208
413	0.007942938315
414	0.007922429282
415	0.007905715738
416	0.007865502829
417	0.007857031608
418	0.00784864024
419	0.00782712826
420	0.007808780431
421	0.007793250768
422	0.007761241665
423	0.007722783913
424	0.007716450996
425	0.007702310487
426	0.007657514574
427	0.007634437173
428	0.007625301288
429	0.007611099424
430	0.007572004402
431	0.007551358834
432	0.007543264466
433	0.007502240435
434	0.007484868913
435	0.007464104449
436	0.007447426855
437	0.007429384379
438	0.00739470565
439	0.007342405562
440	0.007318807691
441	0.007314579435
442	0.007307772759
443	0.007283303975
444	0.007261520991
445	0.007246636716
446	0.007210234391
447	0.007166177861
448	0.00714514716
449	0.00712918527
450	0.00711228261
451	0.007090045353
452	0.0070700112
453	0.007047074763
454	0.007026265139
455	0.00701627764
456	0.007001075259
457	0.006978542542
458	0.006959949817
459	0.006948624409
460	0.006927966271
461	0.006915754227
462	0.006891364047
463	0.006871429748
464	0.006842953972
465	0.00681545412
466	0.006800913989
467	0.006786886139
468	0.006768822434
469	0.006743499302
470	0.006738253529
471	0.006721609101
472	0.006699061902
473	0.006681611811
474	0.006662385576
475	0.00663837684
476	0.006619634496
477	0.006611453664
478	0.006595607922
479	0.00657906371
480	0.006560817752
481	0.006535517909
482	0.006531563137
483	0.006515559943
484	0.006500472182
485	0.006484131402
486	0.006465529616
487	0.006428051497
488	0.006412030401
489	0.00638820492
490	0.006371925202
491	0.006358712739
492	0.006352397508
493	0.006341097323
494	0.006318422822
495	0.006304360206
496	0.006295045992
497	0.006276438906
498	0.006232566072
499	0.006220935931
500	0.006201599279
501	0.006179195742
502	0.006155150805
503	0.006151089523
504	0.006145019784
505	0.006114406222
506	0.006084161075
507	0.006063946433
508	0.006038481736
509	0.006027967943
510	0.006010991114
511	0.00599531294
512	0.00598200995
513	0.00597658222
514	0.00595355875
515	0.005926440587
516	0.00591972584
517	0.005904388797
518	0.005886144188
519	0.00587507154
520	0.005857812824
521	0.005850034657
522	0.005822694687
523	0.00580070708
524	0.005785926
525	0.00576185777
526	0.005741547359
527	0.005731393831
528	0.005712534576
529	0.005698323877
530	0.005688370623
531	0.005664631655
532	0.005640958666
533	0.005614616756
534	0.005605265467
535	0.005585556434
536	0.005570341854
537	0.005556834625
538	0.005538359311
539	0.005527370002
540	0.005510320791
541	0.005486624987
542	0.005481271115
543	0.005456732029
544	0.005437129463
545	0.005417805458
546	0.005410023922
547	0.005397300206
548	0.005380457502
549	0.005355919093
550	0.005337501667
551	0.005313527749
552	0.00530001629
553	0.005282063336
554	0.005278469657
555	0.005266401487
556	0.005251690642
557	0.005247702405
558	0.005225548143
559	0.005207297448
560	0.005183158633
561	0.00517721097
562	0.005166692912
563	0.005159583943
564	0.005138289245
565	0.005127627837
566	0.005111269123
567	0.005105907934
568	0.00508447224
569	0.00507095337
570	0.005042839449
571	0.005030539916
572	0.005011177236
573	0.004989686664
574	0.004973048178
575	0.00495544332
576	0.004946600889
577	0.004935098997
578	0.00493284681
579	0.004920575233
580	0.004911808243
581	0.004900607111
582	0.004881488808
583	0.004876292252
584	0.004867502103
585	0.004835277873
586	0.004813532585
587	0.004804640674
588	0.004789614864
589	0.004762608888
590	0.004756934354
591	0.004751129625
592	0.004737480896
593	0.004716401949
594	0.004701027635
595	0.004697095665
596	0.004687712994
597	0.004667187612
598	0.004661298066
599	0.004649963638
600	0.004643404684
601	0.004619312435
602	0.004610636383
603	0.004595064718
604	0.0045912319
605	0.004575513446
606	0.004558240015
607	0.004552112442
608	0.00453246114
609	0.004525056201
610	0.004514510758
611	0.004498919836
612	0.004489517285
613	0.004474715092
614	0.004462818079
615	0.004450739251
616	0.004423746069
617	0.004421540652
618	0.004411449605
619	0.004399664255
620	0.004385795684
621	0.004376039515
622	0.004366959492
623	0.00436078938
624	0.004351112119
625	0.004334390106
626	0.00433062815
627	0.004310586521
628	0.004299187199
629	0.004294709456
630	0.004279332415
631	0.004273251544
632	0.00425959568
633	0.004243779778
634	0.004240779135
635	0.004234467598
636	0.004224990888
637	0.004209522121
638	0.00420189974
639	0.004198296732
640	0.004175846406
641	0.00416390908
642	0.004147548146
643	0.004141193859
644	0.004131088928
645	0.004119821931
646	0.004111627958
647	0.004104425755
648	0.004095851994
649	0.004093322972
650	0.004079984615
651	0.004069786003
652	0.004064135293
653	0.004055582584
654	0.004040197328
655	0.004025205913
656	0.004020994622
657	0.004014755924
658	0.004008418208
659	0.004002380664
660	0.003990556796
661	0.003987411203
662	0.003975344231
663	0.003969190734
664	0.003960011317
665	0.003950268572
666	0.003933822081
667	0.003930717258
668	0.0039232681
669	0.00390733277
670	0.003899489153
671	0.003890713955
672	0.003882022627
673	0.003869230059
674	0.00386002537
675	0.003854735283
676	0.00384726267
677	0.003843249259
678	0.003833895456
679	0.003828412877
680	0.003816812062
681	0.003813593184
682	0.003800261044
683	0.003795941108
684	0.003788582618
685	0.003779446806
686	0.003774416233
687	0.003772041954
688	0.003764180274
689	0.003756623757
690	0.003743025794
691	0.00372798893
692	0.003711617008
693	0.003702651004
694	0.003701066255
695	0.003688547928
696	0.003682036477
697	0.003673491481
698	0.003669787722
699	0.003659944473
700	0.003651983123
701	0.003640529783
702	0.003635895416
703	0.003630178232
704	0.003622024222
705	0.003610195814
706	0.003602331924
707	0.00359945061
708	0.00358662249
709	0.003579251526
710	0.00357418457
711	0.003568968248
712	0.003560436658
713	0.0035583263
714	0.003551456787
715	0.003540611883
716	0.003533206062
717	0.003519174514
718	0.003515079377
719	0.003507358913
720	0.003501914284
721	0.003494630161
722	0.003491584933
723	0.003478238972
724	0.003475520095
725	0.003471877067
726	0.00346475567
727	0.003451722328
728	0.003446402503
729	0.003438924381
730	0.003436180873
731	0.003428590151
732	0.003420917956
733	0.003418303366
734	0.003408628829
735	0.003405763112
736	0.003397862676
737	0.00339305587
738	0.003390778811
739	0.003384621919
740	0.003375198951
741	0.003370638639
742	0.003364311515
743	0.003358311491
744	0.003353250375
745	0.003343124598
746	0.003341284363
747	0.003333089081
748	0.003328543388
749	0.003322060807
750	0.003313501073
751	0.003305149782
752	0.003299891573
753	0.003293812034
754	0.003283524314
755	0.003280204562
756	0.003278060264
757	0.003272128241
758	0.003266730702
759	0.00326017665
760	0.003254115906
761	0.003246197781
762	0.003236459245
763	0.003221260959
764	0.003217629971
765	0.003207642583
766	0.003204179505
767	0.003199526194
768	0.00319240959
769	0.003191075803
770	0.003187554676
771	0.003186668631
772	0.003181463833
773	0.003176780136
774	0.003169798549
775	0.003163796252
776	0.003154786226
777	0.003145693769
778	0.003137169407
779	0.00313369005
780	0.003124108353
781	0.003117242181
782	0.00311032016
783	0.003105109878
784	0.003100216121
785	0.003098169525
786	0.003095967026
787	0.003092610537
788	0.003090178062
789	0.003082261592
790	0.003078239624
791	0.003073799208
792	0.003070228496
793	0.003064497777
794	0.003055251785
795	0.003052535802
796	0.003048873856
797	0.003047120569
798	0.003039412287
799	0.003034144692
800	0.003029106856
801	0.003020494452
802	0.003012701255
803	0.003010367783
804	0.003005471894
805	0.002997734242
806	0.002993332838
807	0.00299100825
808	0.002987637278
809	0.002982238986
810	0.002977173741
811	0.002971926678
812	0.00296632789
813	0.002958518883
814	0.002952208181
815	0.002944112806
816	0.002934894074
817	0.002928125254
818	0.002925778049
819	0.002916147712
820	0.002909312776
821	0.002900565332
822	0.002895639575
823	0.002890556955
824	0.002884674915
825	0.002875792941
826	0.002874595918
827	0.002867658936
828	0.002863921886
829	0.002856353546
830	0.002850189823
831	0.002844303078
832	0.00284075885
833	0.002836275677
834	0.002833164258
835	0.002827268558
836	0.002823484356
837	0.00281816215
838	0.00281247749
839	0.002807194895
840	0.002802667715
841	0.002790665027
842	0.002788871617
843	0.002786692305
844	0.002779039104
845	0.002774514083
846	0.002771322742
847	0.00276824111
848	0.002762303245
849	0.002759396029
850	0.002758041948
851	0.002754836255
852	0.002752492799
853	0.002747857865
854	0.00274551697
855	0.002739859351
856	0.002735171902
857	0.002729756495
858	0.002725352495
859	0.002721814858
860	0.002718830497
861	0.00271488312
862	0.002706297221
863	0.002701873413
864	0.002696873063
865	0.00269253343
866	0.002686090566
867	0.002681992766
868	0.002673418764
869	0.002668710089
870	0.002663067117
871	0.002658969529
872	0.00265708167
873	0.002654526205
874	0.002650922489
875	0.002647190413
876	0.002641961793
877	0.002636220355
878	0.002633770184
879	0.002630199716
880	0.002628704959
881	0.002625512906
882	0.002622564897
883	0.002619412678
884	0.002617394947
885	0.002613228571
886	0.002609168848
887	0.002605810093
888	0.002601717779
889	0.002598908213
890	0.002593260293
891	0.002590251832
892	0.002588190227
893	0.002584309926
894	0.002582770412
895	0.002579003672
896	0.002576206072
897	0.002572697771
898	0.002571365055
899	0.002567844108
900	0.002566315589
901	0.00256414703
902	0.002560011578
903	0.002553623388
904	0.002549255917
905	0.002543491647
906	0.002538329068
907	0.002535840891
908	0.002531899962
909	0.002527600204
910	0.00252606957
911	0.002520217136
912	0.002518101563
913	0.002515161938
914	0.00250965129
915	0.002504499052
916	0.002499643672
917	0.0024958337
918	0.002494413625
919	0.002489577023
920	0.002484001397
921	0.002480944126
922	0.002477087262
923	0.002474181004
924	0.002470254825
925	0.002467226973
926	0.002463641559
927	0.002461176314
928	0.002459797662
929	0.002458288725
930	0.002452323805
931	0.00244697729
932	0.002444474263
933	0.002442343569
934	0.002438208447
935	0.002436105315
936	0.002432266491
937	0.002430713705
938	0.002424489079
939	0.002423004993
940	0.00242223232
941	0.00242112918
942	0.002417618075
943	0.002415733717
944	0.00240970505
945	0.002407173573
946	0.002403029084
947	0.002400741429
948	0.002399226805
949	0.002397458153
950	0.00239137295
951	0.002387164805
952	0.002384879913
953	0.002381374024
954	0.002379443997
955	0.002375385781
956	0.002371474684
957	0.002368658928
958	0.002365509982
959	0.002363329165
960	0.002362529758
961	0.002359325184
962	0.002355772988
963	0.00235190279
964	0.002349677982
965	0.002345748868
966	0.00234154142
967	0.002340312385
968	0.002335564036
969	0.002333345704
970	0.002328352943
971	0.002327169665
972	0.002325121655
973	0.002318897937
974	0.002315384498
975	0.002311750127
976	0.002307722354
977	0.002303276818
978	0.002297968472
979	0.002292393116
980	0.002287614212
981	0.002285424548
982	0.002283700811
983	0.002282586427
984	0.002279244171
985	0.002274550885
986	0.002271437017
987	0.002266153691
988	0.002260291163
989	0.00225763322
990	0.002253855301
991	0.002247854318
992	0.002246905266
993	0.002243560346
994	0.00224220881
995	0.002236891775
996	0.002232652858
997	0.002229445697
998	0.002226243411
999	0.002220801556
